id,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang,familyName,firstName,iso_country
10756,MORIS Lucia,MORIS L,Lucia MORIS,Female,Athlete,SSD,South Sudan,South Sudan,South Sudan,South Sudan,SSD,23/03/2001,,Sudan,NAIROBI,Kenya,English,MORIS,Lucia,SD
10757,MANIZABAYO Eric,MANIZABAYO E,Eric MANIZABAYO,Male,Athlete,RWA,Rwanda,Rwanda,Rwanda,Rwanda,RWA,28/08/1997,JENDA,Rwanda,KIGALI,Rwanda,Kinyarwanda,MANIZABAYO,Eric,RW
10758,CISSET Mohamed,CISSET M,Mohamed CISSET,Male,Athlete,MLI,Mali,Mali,Canada,Canada,CAN,25/08/2004,"MONTREAL, QC",Canada,,United States,"English, French",CISSET,Mohamed,CA
10759,INGABIRE Diane,INGABIRE D,Diane INGABIRE,Female,Athlete,RWA,Rwanda,Rwanda,Rwanda,Rwanda,RWA,17/07/2001,,,GIRONA,Spain,"French, Kinyarwanda, Spanish",INGABIRE,Diane,
10760,GUEM Abraham,GUEM A,Abraham GUEM,Male,Athlete,SSD,South Sudan,South Sudan,South Sudan,South Sudan,SSD,29/04/1999,,,SETAGAYA,Japan,English,GUEM,Abraham,
10761,SAGAIPOV Caramnob,SAGAIPOV C,Caramnob SAGAIPOV,Male,Athlete,LBN,Lebanon,Lebanon,Lebanon,Lebanon,LBN,01/01/1997,GROZNY,Russian Federation,CHIRI-YURT,Lebanon,"Chechen, Russian",SAGAIPOV,Caramnob,RU
10762,KISSA Stephen,KISSA S,Stephen KISSA,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,01/12/1988,KAPCHORWA,Uganda,KAPCHORWA,Uganda,English,KISSA,Stephen,UG
10763,KWEMOI Andrew Rotich,KWEMOI AR,Andrew Rotich KWEMOI,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,01/09/2000,,,,,English,KWEMOI,Andrew Rotich,
10764,FUSEINI Ibrahim,FUSEINI I,Ibrahim FUSEINI,Male,Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,24/11/2002,,,,,English,FUSEINI,Ibrahim,
10765,VALZONIS Megan,VALZONIS M,Megan VALZONIS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,05/03/1999,,United States,"SAN DIEGO, CA",United States,English,VALZONIS,Megan,US
10766,CHELIMO Oscar,CHELIMO O,Oscar CHELIMO,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,12/12/2001,KWEEN DISTRICT,Uganda,,,English,CHELIMO,Oscar,UG
10767,BOTSIO Isaac,BOTSIO I,Isaac BOTSIO,Male,Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,11/12/1999,SEKONDI-TAKORADI,Ghana,"CANYON, TX",United States,English,BOTSIO,Isaac,GH
10768,SAMINU Abdul-Rasheed,SAMINU AR,Abdul-Rasheed SAMINU,Male,Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,06/10/1997,"WULENSI, NANUMBA",Ghana,"TAMPA, FL",United States,"Arabic, Dagbani, English, Hausa, Twi",SAMINU,Abdul-Rasheed,GH
10769,CHEMUTAI Leonard,CHEMUTAI L,Leonard CHEMUTAI,Male,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,05/05/2003,,,KAPCHORWA,Uganda,English,CHEMUTAI,Leonard,
10770,VLAH Aleks,VLAH A,Aleks VLAH,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,22/07/1997,IZOLA,Slovenia,AALBORG,Denmark,"English, Slovenian",VLAH,Aleks,SI
10771,PAJENK Alen,PAJENK A,PAJENK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,23/04/1986,MARIBOR,Slovenia,,,"English, Slovenian",PAJENK,Alen,SI
10772,VARAGIC Alja,VARAGIC A,Alja VARAGIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,11/12/1990,CELJE,Yugoslavia,KRIM,Slovenia,"Croatian, English, German, Slovenian",VARAGIC,Alja,
10773,PANDZIC Amra,PANDZIC A,Amra PANDZIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,20/09/1989,LJUBLJANA,Slovenia,BAIA MARE,Romania,Slovenian,PANDZIC,Amra,SI
10774,ABINA Ana,ABINA A,Ana ABINA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,30/07/1997,LJUBLJANA,Slovenia,AJDOVSCINA,Slovenia,Slovenian,ABINA,Ana,SI
10775,BELAC Ana,BELAC A,Ana BELAC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,28/01/1997,KRANJ,Slovenia,,,"English, Slovenian",BELAC,Ana,SI
10776,GROS Ana,GROS A,Ana GROS,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,21/01/1991,SLOVENJ GRADEC,Slovenia,GYOR,Hungary,"English, Slovenian",GROS,Ana,SI
10777,LESKI Andreja,LESKI A,Andreja LESKI,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,08/01/1997,KOPER,Slovenia,KOPER,Slovenia,"English, Italian, Slovenian",LESKI,Andreja,SI
10778,HORVAT Anita,HORVAT A,Anita HORVAT,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,07/09/1996,LJUBLJANA,Slovenia,TRBNJE,Slovenia,"English, Slovene",HORVAT,Anita,SI
10779,POGACNIK Anka,POGACNIK A,Anka POGACNIK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,23/12/1991,KRANJ,Slovenia,KRANJ,Slovenia,"English, Serbian / Croatian, Slovenian",POGACNIK,Anka,SI
10780,LAZOVIC Barbara,LAZOVIC B,Barbara LAZOVIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,04/01/1988,BREZICE,Yugoslavia,KRIM,Slovenia,"English, Slovenian",LAZOVIC,Barbara,
10781,SAVSEK Benjamin,SAVSEK B,Benjamin SAVSEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,24/03/1987,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia,"English, Slovene",SAVSEK,Benjamin,SI
10782,BLAGOTINSEK Blaz,BLAGOTINSEK B,Blaz BLAGOTINSEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,17/01/1994,CELJE,Slovenia,FLENSBURG,Germany,Slovenian,BLAGOTINSEK,Blaz,SI
10783,JANC Blaz,JANC B,Blaz JANC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,20/11/1996,BREZICE,Slovenia,BARCELONA,Spain,"English, Slovenian",JANC,Blaz,SI
10784,MACKOVSEK Borut,MACKOVSEK B,Borut MACKOVSEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,11/09/1992,KOPER,Slovenia,SZEGED,Hungary,"English, Slovenian",MACKOVSEK,Borut,SI
10785,JORGIC Darko,JORGIC D,Darko JORGIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,30/07/1998,TRBOVLJE,Slovenia,,Germany,"English, Slovene",JORGIC,Darko,SI
10786,BOMBAC Dean,BOMBAC D,Dean BOMBAC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,04/04/1989,KOPER,Yugoslavia,SZEGED,Hungary,Slovenian,BOMBAC,Dean,
10787,VINCIC Dejan,VINCIC D,VINCIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,15/09/1986,VELENJE,Slovenia,,,"Polish, Slovenian",VINCIC,Dejan,SI
10788,KOZUL Deni,KOZUL D,Deni KOZUL,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,18/03/1997,,,,,"English, Slovene",KOZUL,Deni,
10789,DAJIC Dijana,DAJIC D,Dijana DAJIC,Female,Alternate Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,03/10/2004,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia,"English, Slovenian",DAJIC,Dijana,SI
10790,NOVAK Domen,NOVAK D,Domen NOVAK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,12/07/1995,,,,,,NOVAK,Domen,
10791,NOVAK Domen,NOVAK D,Domen NOVAK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,26/04/1998,LJUBLJANA,Slovenia,WETZLAR,Germany,Slovenian,NOVAK,Domen,SI
10792,VEDENEEVA Ekaterina,VEDENEEVA E,Ekaterina VEDENEEVA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,23/06/1994,IRKUTSK,Russian Federation,LJUBLJANA,Slovenia,"English, Russian",VEDENEEVA,Ekaterina,RU
10793,OMOREGIE Elizabeth,OMOREGIE E,Elizabeth OMOREGIE,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,29/12/1996,ATHENS,Greece,,,"Bulgarian, English, Slovenian",OMOREGIE,Elizabeth,GR
10794,ABINA Ema,ABINA E,Ema ABINA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,18/02/1999,LJUBLJANA,Slovenia,KRIM,Slovenia,"English, Slovenian",ABINA,Ema,SI
10795,HRVATIN Ema,HRVATIN E,Ema HRVATIN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,04/01/2000,IZOLA,Slovenia,ZWICKAU,Germany,"English, Slovenian",HRVATIN,Ema,SI
10796,MARINIC Enej,MARINIC E,Enej MARINIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,31/07/1998,MARIBOR,Slovenia,MARIBOR,Slovenia,"English, German, Serbian, Slovenian",MARINIC,Enej,SI
10797,BUJAK Eugenia,BUJAK E,Eugenia BUJAK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,25/06/1989,LENTVARIS,Lithuania,SOSNOWIEC,Poland,"English, Lithuanian, Polish, Slovene",BUJAK,Eugenia,LT
10798,TERCELJ Eva,TERCELJ E,Eva TERCELJ,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,21/01/1992,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia,"English, German, Slovene",TERCELJ,Eva,SI
10799,HOCEVAR Eva Alina,HOCEVAR EA,Eva Alina HOCEVAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,27/03/2002,,Slovenia,,,Slovenian,HOCEVAR,Eva Alina,SI
10800,ROPRET Gregor,ROPRET G,ROPRET,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,01/03/1989,LJUBLJANA,Slovenia,,,Slovenian,ROPRET,Gregor,SI
10801,ZVEGELJ Isak Ivan,ZVEGELJ II,Isak Ivan ZVEGELJ,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,03/07/2000,,,BLED,Slovenia,"English, Slovene",ZVEGELJ,Isak Ivan,
10802,THORPE Isabelle,THORPE I,Isabelle THORPE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,04/03/2001,BRISTOL,Great Britain,BRISTOL,Great Britain,English,THORPE,Isabelle,GB
10803,CHESANG Stella,CHESANG S,Stella CHESANG,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,01/12/1996,SERERE VILLAGE,Uganda,ITEN,Kenya,English,CHESANG,Stella,UG
10804,COETZEE Miranda Charlene,COETZEE MC,Miranda Charlene COETZEE,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,14/11/1997,,South Africa,,South Africa,English,COETZEE,Miranda Charlene,ZA
10805,CHEPTEGEI Rebecca,CHEPTEGEI R,Rebecca CHEPTEGEI,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,22/02/1991,,Uganda,,Uganda,English,CHEPTEGEI,Rebecca,UG
10806,WILDSCHUTT Adriaan,WILDSCHUTT A,Adriaan WILDSCHUTT,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,03/05/1998,"CERES, WESTERN CAPE",South Africa,"FLAGSTAFF, AZ",United States,"Afrikaans, English",WILDSCHUTT,Adriaan,ZA
10807,SIMBINE Akani,SIMBINE A,Akani SIMBINE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,21/09/1993,"KEMPTON PARK, GAUTENG",South Africa,JOHANNESBURG,South Africa,English,SIMBINE,Akani,ZA
10808,DAMBILE Sinesipho,DAMBILE S,Sinesipho DAMBILE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,02/03/2002,DIMBAZA,South Africa,,South Africa,English,DAMBILE,Sinesipho,ZA
10809,MASWANGANYI Shaun,MASWANGANYI S,Shaun MASWANGANYI,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,01/02/2001,JOHANNESBURG,South Africa,"HOUSTON, TX",United States,English,MASWANGANYI,Shaun,ZA
10810,RICHARDSON Benjamin,RICHARDSON B,Benjamin RICHARDSON,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,19/12/2003,,Ireland,POTCHEFSTROOM,South Africa,English,RICHARDSON,Benjamin,IE
10811,van NIEKERK Wayde,van NIEKERK W,Wayde van NIEKERK,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,15/07/1992,CAPE TOWN,South Africa,FLORIDA,United States,English,NIEKERK,van Wayde,ZA
10812,NENE Zakithi,NENE Z,Zakithi NENE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,02/04/1998,LADYSMITH,South Africa,DURBAN,South Africa,"Afrikaans, English, Zulu",NENE,Zakithi,ZA
10813,PILLAY Lythe,PILLAY L,Lythe PILLAY,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,25/02/2003,BENONI,South Africa,JOHANNESBURG,South Africa,English,PILLAY,Lythe,ZA
10814,MOKOKA Stephen,MOKOKA S,Stephen MOKOKA,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,31/01/1985,"MAHIKENG, NORTH WEST",South Africa,PRETORIA,South Africa,English,MOKOKA,Stephen,ZA
10815,STEYN Gerda,STEYN G,Gerda STEYN,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,03/03/1990,"BOTHAVILLE, FREE STATE",South Africa,DUBAI,UA Emirates,English,STEYN,Gerda,ZA
10816,ISAACS Gardeo,ISAACS G,Gardeo ISAACS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,27/12/1998,,,,,English,ISAACS,Gardeo,
10817,MPHAHLELE Ryan,MPHAHLELE R,Ryan MPHAHLELE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,20/06/1998,THEMBISA,South Africa,JOHANNESBURG,South Africa,English,MPHAHLELE,Ryan,ZA
10818,SEKGODISO Prudence,SEKGODISO P,Prudence SEKGODISO,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,05/01/2002,,South Africa,PRETORIA,South Africa,English,SEKGODISO,Prudence,ZA
10819,van VUUREN Jovan,van VUUREN J,Jovan van VUUREN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,17/07/1996,BLOEMFONTEIN,South Africa,PRETORIA,South Africa,"Afrikaans, English",VUUREN,van Jovan,ZA
10820,TSHITE Tshepo,TSHITE T,Tshepo TSHITE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,15/01/1997,MORULENG,South Africa,PRETORIA,South Africa,English,TSHITE,Tshepo,ZA
10821,van ZYL Irvette,van ZYL I,Irvette van ZYL,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,05/07/1987,SANDTON,South Africa,PRETORIA,South Africa,"Afrikaans, English",ZYL,van Irvette,ZA
10822,GELDENHUYS Zeney,GELDENHUYS Z,Zeney GELDENHUYS,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,22/05/2000,PRETORIA,South Africa,PRETORIA,South Africa,"Afrikaans, English",GELDENHUYS,Zeney,ZA
10823,JOHNSON Cheswill,JOHNSON C,Cheswill JOHNSON,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,30/09/1997,GERMISTON,South Africa,JOHANNESBURG,South Africa,"Afrikaans, English",JOHNSON,Cheswill,ZA
10824,PRINSLOO Francois,PRINSLOO F,Francois PRINSLOO,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,11/11/2001,NAIROBI,Kenya,"MOBILE, AL",United States,English,PRINSLOO,Francois,KE
10825,OLDKNOW Cian,OLDKNOW C,Cian OLDKNOW,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,17/09/1996,JOHANNESBURG,South Africa,JOHANNESBURG,South Africa,English,OLDKNOW,Cian,ZA
10826,van DYK Jo-Ane,van DYK JA,Jo-Ane van DYK,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,03/10/1997,WORCESTER,South Africa,POTCHEFSTROOM,South Africa,"Afrikaans, English",DYK,van Jo-Ane,ZA
10827,FOURIE Marione,FOURIE M,Marione FOURIE,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,30/04/2002,,South Africa,PRETORIA,South Africa,"Afrikaans, English",FOURIE,Marione,ZA
10828,JOSEPH Rogail,JOSEPH R,Rogail JOSEPH,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,22/04/2000,"WORCESTER, WESTERN CAPE",South Africa,POTCHEFSTROOM,South Africa,"Afrikaans, English",JOSEPH,Rogail,ZA
10829,RAATS Brian,RAATS B,Brian RAATS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,17/01/2004,,,,,English,RAATS,Brian,
10830,BLIGNAUT Kyle,BLIGNAUT K,Kyle BLIGNAUT,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,09/11/1999,,South Africa,,Italy,"Afrikaans, English",BLIGNAUT,Kyle,ZA
10831,GELANT Elroy,GELANT E,Elroy GELANT,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,25/08/1986,GEORGE,South Africa,POTCHEFSTROOM,South Africa,"Afrikaans, English",GELANT,Elroy,ZA
10832,HOGAN Victor,HOGAN V,Victor HOGAN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,25/07/1989,VREDENBURG,South Africa,KLEINMOND,South Africa,"Afrikaans, English",HOGAN,Victor,ZA
10833,NORTJE Antonie Matthys,NORTJE AM,Antonie Matthys NORTJE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,02/02/2002,PRETORIA,South Africa,,,English,NORTJE,Antonie Matthys,ZA
10834,BOZIC Jakob,BOZIC J,Jakob BOZIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,25/04/1992,KOPER,Slovenia,PARECAG,Slovenia,Slovenian,BOZIC,Jakob,SI
10835,KOZAMERNIK Jan,KOZAMERNIK J,KOZAMERNIK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,24/12/1995,LJUBLJANA,Slovenia,,,"Croatian, English, Slovenian",KOZAMERNIK,Jan,SI
10836,TRATNIK Jan,TRATNIK J,Jan TRATNIK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,23/02/1990,IDRIJA,Slovenia,MONACO,Monaco,"English, Italian, Slovene",TRATNIK,Jan,SI
10837,KOVACIC Jani,KOVACIC J,KOVACIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,14/06/1992,SEMPETER PRI GORICI,Slovenia,,,Slovenian,KOVACIC,Jani,SI
10838,GARNBRET Janja,GARNBRET J,Janja GARNBRET,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,12/03/1999,SLOVENJ GRADEC,Slovenia,SLOVENJ GRADEC,Slovenia,"English, Slovene",GARNBRET,Janja,SI
10839,SEGEL Janja,SEGEL J,Janja SEGEL,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,17/06/2001,RAVNE NA KORO?KEM,Slovenia,,,"English, Slovene",SEGEL,Janja,SI
10840,DOLENEC Jure,DOLENEC J,Jure DOLENEC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,06/12/1988,LLUBLJANA,Slovenia,LIMOGES,France,"English, Slovenian",DOLENEC,Jure,SI
10841,KAJZER Kaja,KAJZER K,Kaja KAJZER,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,31/01/2000,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia,"English, Slovenian",KAJZER,Kaja,SI
10842,FAIN Katja,FAIN K,Katja FAIN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,31/08/2001,,,MARIBOR,Slovenia,"English, Slovene",FAIN,Katja,
10843,LUKAN Klara,LUKAN K,Klara LUKAN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,08/09/2000,NOVO MESTO,Slovenia,,,"English, Slovene",LUKAN,Klara,SI
10844,CEBULJ Klemen,CEBULJ K,CEBULJ,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,21/02/1992,SLOVENJ GRADEC,Slovenia,,,Slovenian,CEBULJ,Klemen,SI
10845,FERLIN Klemen,FERLIN K,Klemen FERLIN,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,26/06/1989,LJUBLJANA,Slovenia,ERLANGEN,Germany,"English, German, Slovenian",FERLIN,Klemen,SI
10846,CEH Kristjan,CEH K,Kristjan CEH,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,17/02/1999,PTUJ,Slovenia,TALLINN,Estonia,Slovene,CEH,Kristjan,SI
10847,APOSTOLOVSKI Lia,APOSTOLOVSKI L,Lia APOSTOLOVSKI,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,23/06/2000,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia,Slovene,APOSTOLOVSKI,Lia,SI
10848,PLETIKOS Lin,PLETIKOS L,Lin PLETIKOS,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,08/04/1999,IZOLA,Slovenia,,Slovenia,Slovenian,PLETIKOS,Lin,SI
10849,ERZEN Lina,ERZEN L,Lina ERZEN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,04/05/2005,PLANINA,Slovenia,PLANINA,Slovenia,Slovenian,ERZEN,Lina,SI
10850,HRIBAR Lucija,HRIBAR L,Lucija HRIBAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,15/10/2001,LJUBLJANA,Slovenia,DOMZALE,Slovenia,"English, Slovenian",HRIBAR,Lucija,SI
10851,MEZGEC Luka,MEZGEC L,Luka MEZGEC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,27/06/1988,KRANJ,Slovenia,,,Slovenian,MEZGEC,Luka,SI
10852,POTOCAR Luka,POTOCAR L,Luka POTOCAR,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,21/11/2001,JESENICE,Slovenia,,Slovenia,Slovenian,POTOCAR,Luka,SI
10853,SVETIK Maja,SVETIK M,Maja SVETIK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,09/03/1996,SEMPETER PRI GORICI,Slovenia,,Austria,"English, Slovenian",SVETIK,Maja,SI
10854,VOJNOVIC Maja,VOJNOVIC M,Maja VOJNOVIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,26/01/1998,NOVO MESTO,Slovenia,KRIM,Slovenia,"English, Slovenian",VOJNOVIC,Maja,SI
10855,STANGAR Marusa,STANGAR M,Marusa STANGAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,31/01/1998,POSTOJNA,Slovenia,LJUBLJANA,Slovenia,"English, German, Slovenian",STANGAR,Marusa,SI
10856,GABER Matej,GABER M,Matej GABER,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,22/07/1991,KRANJ,Slovenia,SZEGED,Hungary,Slovenian,GABER,Matej,SI
10857,MOHORIC Matej,MOHORIC M,Matej MOHORIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,19/10/1994,KRANJ,Slovenia,MONACO,Monaco,Slovenian,MOHORIC,Matej,SI
10858,GUCEK Matic Ian,GUCEK MI,Matic Ian GUCEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,20/09/2003,CELJE,Slovenia,CELJE,Slovenia,"English, Slovene",GUCEK,Matic Ian,SI
10859,LOBNIK Metka,LOBNIK M,Metka LOBNIK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,09/04/2001,MARIBOR,Slovenia,OREHOVA VAS,Slovenia,"English, Slovenian",LOBNIK,Metka,SI
10860,KRAMPL Mia,KRAMPL M,Mia KRAMPL,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,21/07/2000,KRANJ,Slovenia,,Slovenia,"English, Slovenian",KRAMPL,Mia,SI
10861,ZARABEC Miha,ZARABEC M,Miha ZARABEC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,12/10/1991,NOVO MESTO,Slovenia,PLOCK,Poland,"German, Slovenian",ZARABEC,Miha,SI
10862,CHEPTOYEK Joy,CHEPTOYEK J,Joy CHEPTOYEK,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,15/05/2002,,,,,English,CHEPTOYEK,Joy,
10863,MAWDSLEY Sharlene,MAWDSLEY S,Sharlene MAWDSLEY,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,10/08/1998,,,LIMERICK,Ireland,English,MAWDSLEY,Sharlene,
10864,GALLAGHER Jude,GALLAGHER J,Jude GALLAGHER,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,05/10/2001,NEWTOWNSTEWART,Great Britain,NEWTOWNSTEWART,Great Britain,English,GALLAGHER,Jude,GB
10865,JONES Terrence,JONES T,Terrence JONES,Male,Athlete,BAH,Bahamas,Bahamas,Bahamas,Bahamas,BAH,08/11/2002,WEST END,Bahamas,"LUBBOCK, TX",United States,English,JONES,Terrence,BS
10866,SHEIKHALIZADEHKHANGHAH Mariam,SHEIKHALIZADEHKHA,Mariam SHEIKHALIZADEHKHANGHAH,Female,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,18/07/2004,TEHRAN,IR Iran,BAKU,Azerbaijan,"Azerbaijani, English, Persian",SHEIKHALIZADEHKHANGHAH,Mariam,
10867,VALCOURT Javonya,VALCOURT J,Javonya VALCOURT,Female,Athlete,BAH,Bahamas,Bahamas,Bahamas,Bahamas,BAH,08/12/2004,,,"KNOXVILLE, TN",United States,English,VALCOURT,Javonya,
10868,LJEPOJA Natasa,LJEPOJA N,Natasa LJEPOJA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,28/01/1996,CELJE,Slovenia,RAMNICU VALCEA,Romania,Slovenian,LJEPOJA,Natasa,SI
